,Location,Price,Descr,Link,superficieutil,habitacionamueblada,numbanos,estadoconservacion,gastosincluidosalquiler,area,numhabitaciones
1275,Casco Histórico (Distrito Centro. Alcalá de Henares),298,Es una habitación individual exterior disponible a partir del dia 27-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-centro_casco_historico28804-945856909684769_109600/,90,Amueblada,1,: A estrenar,0,habitaciones-madrid,3
1276,Rinconada (Distrito Reyes Católicos. Alcalá de Henares),240,Alquilo 3 habitaciones totalmente equipadas en piso amueblado .also erasmus  studens . Ccon suelos de parquet y ...,/alquilar/habitacion-rinconada28803-945856909687141_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1277,Cercedilla,550,"Es una habitación doble exterior disponible a partir del dia 21-10-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-cercedilla_centro_urbano-945856909701328_109600/,220,Amueblada,3,: En buen estado,0,habitaciones-madrid,4
1278,Goya (Distrito Salamanca. Madrid Capital),400,Es una habitación individual  disponible a partir del dia 29-08-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-goya28001-945856909685380_109600/,120,Amueblada,1,: En buen estado,0,habitaciones-madrid,5
1279,Puerta del Ángel (Distrito Latina. Madrid Capital),375,Es una habitación doble exterior disponible a partir del dia 25-07-2016. La duración mínima del contrato es 5 Me...,/alquilar/habitacion-puerta_del_angel-945856909690710_109600/,80,Amueblada,1,0,0,habitaciones-madrid,4
1280,Cuevas-Ilustración (Ciempozuelos),300,"Es una habitación doble exterior disponible a partir del dia 10-09-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-cuevas_ilustracion-945856909690159_109600/,250,Amueblada,3,: En buen estado,0,habitaciones-madrid,4
1281,Monte Claro (Pozuelo de Alarcón),425,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-monte_claro28224-945856909696262_109600/,200,Amueblada,3,: En buen estado,0,habitaciones-madrid,3
1282,Opañel (Distrito Carabanchel. Madrid Capital),400,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-opanel28019-945856909698801_109600/,90,Amueblada,1,0,0,habitaciones-madrid,3
1283,Chopera (Distrito Arganzuela. Madrid Capital),475,Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-chopera28045-945856909681204_109600/,125,Amueblada,2,: En buen estado,0,habitaciones-madrid,4
1284,Núcleo Urbano (Villanueva de la Cañada),450,Es una habitación individual exterior disponible a partir del dia 03-10-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-villanueva_de_la_canada_nucleo_urbano-945856909696279_109600/,265,Amueblada,4,: En buen estado,0,habitaciones-madrid,6
1285,Espartales (Distrito Ensanche-Espartales. Alcalá de Henares),360,Es una habitación individual exterior disponible a partir del dia 23-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-espartales28806-945856909683184_109600/,120,Amueblada,1,: En buen estado,0,habitaciones-madrid,1
1286,Lista (Distrito Salamanca. Madrid Capital),420,Es una habitación individual  disponible a partir del dia 22-11-2019. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-lista_barrio28006-945856909702831_109600/,87,Amueblada,1,0,0,habitaciones-madrid,3
1287,Monte Alina-La Cabaña (Pozuelo de Alarcón),465,"Es una habitación doble exterior disponible a partir del dia 01-06-2016. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-monte_alina_la_cabana-945856909698066_109600/,550,Amueblada,4,: En buen estado,0,habitaciones-madrid,4
1288,Acacias (Distrito Arganzuela. Madrid Capital),550,"Hola, hay libre una habitación en el piso que comparto. La habitación es bastante amplia, además de la cama tien...",/alquilar/habitacion-acacias28005-945856909398073_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1289,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),540,Es una habitación individual exterior disponible a partir del dia 30-07-2019. La duración mínima del contrato es...,/alquilar/habitacion-casa_de_campo28008-945856909672637_109600/,120,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1290,Centro (Villaviciosa de Odón),375,Alquiler de 1 habitación para estudiantes en Chalet adosado en el Casco Urbano conviviendo con propietario. Habi...,/alquilar/habitacion-villaviciosa_de_odon_centro-96687414634_106000/,200,0,1,: En buen estado,0,habitaciones-madrid,2
1291,Sanchinarro (Distrito Hortaleza. Madrid Capital),550,Es una habitación individual exterior disponible a partir del dia 09-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-sanchinarro28050-945856909689184_109600/,180,Amueblada,3,: En buen estado,0,habitaciones-madrid,5
1292,Orcasitas (Distrito Usera. Madrid Capital),310,Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-orcasitas-945856909676774_109600/,90,Amueblada,1,0,0,habitaciones-madrid,3
1293,Casco (Rivas-Vaciamadrid),350,Es una habitación individual exterior disponible a partir del dia 27-08-2018. La duración mínima del contrato es...,/alquilar/habitacion-casco28521-945856909679919_109600/,200,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1294,Casco Histórico (Distrito Centro. Alcalá de Henares),298,Es una habitación individual exterior disponible a partir del dia 25-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-centro_casco_historico28804-945856909683937_109600/,90,Amueblada,1,: A estrenar,0,habitaciones-madrid,3
1295,Vista Alegre (Distrito Carabanchel. Madrid Capital),240,Es una habitación individual exterior disponible a partir del dia 31-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-carabanchel_vista_alegre28025-945856909653406_109600/,65,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1296,Delicias (Distrito Arganzuela. Madrid Capital),450,Es una habitación individual exterior disponible a partir del dia 26-08-2019. El tamaño de la habitación es pequ...,/alquilar/habitacion-arganzuela_delicias-945856909684345_109600/,85,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1297,Zarzaquemada-El Carrascal (Leganés),300,Es una habitación individual  disponible a partir del dia 11-11-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-zarzaquemada_el_carrascal28915-945856909699679_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1298,San Isidro (Distrito Carabanchel. Madrid Capital),395,Es una habitación doble exterior disponible a partir del dia 04-11-2019. La duración mínima del contrato es 2 me...,/alquilar/habitacion-carabanchel_san_isidro28019-945856909687242_109600/,100,Amueblada,2,0,0,habitaciones-madrid,3
1299,Rinconada (Distrito Reyes Católicos. Alcalá de Henares),300,Es una habitación individual exterior disponible a partir del dia 30-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-rinconada28803-945856909680733_109600/,100,Amueblada,1,0,0,habitaciones-madrid,3
1300,San Andrés (Distrito Villaverde. Madrid Capital),300,Es una habitación individual exterior disponible a partir del dia 24-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-villaverde_san_andres28021-945856909702192_109600/,80,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1301,Oeste (Móstoles),290,"chalet de 210 m2 en urbanizacion tranquila. buena comunicacion renfe,metro,autobus, a 5 minutos de A5 y universi...",/alquilar/habitacion-mostoles_oeste28935-945856909696494_109600/,210,Amueblada,3,: En buen estado,0,habitaciones-madrid,4
1302,Chopera (Distrito Arganzuela. Madrid Capital),425,"Es una habitación doble exterior disponible a partir del dia 01-06-2016. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-chopera28045-945856909698070_109600/,109,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1303,Casco Histórico (Distrito Centro. Alcalá de Henares),290,Es una habitación individual  disponible a partir del dia 14-08-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-centro_casco_historico28801-945856909680773_109600/,60,Amueblada,1,: En buen estado,0,habitaciones-madrid,1
1304,Casco (Rivas-Vaciamadrid),310,Es una habitación doble exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es 3 me...,/alquilar/habitacion-casco28521-945856909590840_109600/,365,Amueblada,3,: En buen estado,0,habitaciones-madrid,4
1305,Arapiles (Distrito Chamberí. Madrid Capital),850,Es una habitación doble exterior disponible a partir del dia 12-09-2019. La duración mínima del contrato es 1 me...,/alquilar/habitacion-chamberi_arapiles28015-945856909691695_109600/,174,Amueblada,1,: En buen estado,0,habitaciones-madrid,1
1306,Zona Sureste (Torrejón de Ardoz),350,Es una habitación individual exterior disponible a partir del dia 18-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-zona_sureste-945856909699688_109600/,85,Amueblada,1,: A estrenar,0,habitaciones-madrid,3
1307,Bellas Vistas (Distrito Tetuán. Madrid Capital),465,Es una habitación individual exterior disponible a partir del dia 07-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-bellas_vistas28039-945856909684340_109600/,90,Amueblada,2,0,0,habitaciones-madrid,3
1308,Fuentidueña de Tajo,300,Es una habitación individual exterior disponible a partir del dia 16-10-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-fuentiduena_de_tajo_centro_urbano-945856909699378_109600/,80,0,1,: En buen estado,0,habitaciones-madrid,1
1309,Goya (Distrito Salamanca. Madrid Capital),425,Es una habitación individual exterior disponible a partir del dia 29-08-2019. La duración mínima del contrato es...,/alquilar/habitacion-goya28001-945856909685379_109600/,120,Amueblada,1,: En buen estado,0,habitaciones-madrid,5
1310,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),450,Es una habitación individual exterior disponible a partir del dia 21-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-ciudad_lineal_pueblo_nuevo28037-945856909700395_109600/,100,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1311,Rinconada (Distrito Reyes Católicos. Alcalá de Henares),420,Es una habitación individual exterior disponible a partir del dia 08-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-rinconada28803-945856909695977_109600/,72,Amueblada,1,0,0,habitaciones-madrid,2
1312,Ibiza (Distrito Retiro. Madrid Capital),600,"Es una habitación individual  disponible a partir del dia 13-09-2019. El tamaño de la habitación es mediana,  co...",/alquilar/habitacion-ibiza28009-945856909690503_109600/,70,Amueblada,1,0,0,habitaciones-madrid,1
1313,Cortes-Huertas (Distrito Centro. Madrid Capital),400,"Se alquila habitación en piso compartido para un chico estudiante en pleno corazon de Madrid,cerca de la Puerta ...",/alquilar/habitacion-cortes_huertas28014-945856909679903_109600/,100,Amueblada,3,: En buen estado,0,habitaciones-madrid,3
1314,Valderas-Los Castillos-Parque Lisboa (Alcorcón),350,Es una habitación individual exterior disponible a partir del dia 31-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-valderas_los_castillos_parque_lisboa28925-945856909702393_109600/,95,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1315,Gaztambide (Distrito Chamberí. Madrid Capital),550,Es una habitación individual exterior disponible a partir del dia 04-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-gaztambide28015-945856909687594_109600/,95,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1316,Golf-El Carralero (Majadahonda),400,Es una habitación individual exterior disponible a partir del dia 07-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-golf_el_carralero28222-945856909695982_109600/,120,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1317,Palacio (Distrito Centro. Madrid Capital),400,Es una habitación individual exterior disponible a partir del dia 01-07-2020. La duración mínima del contrato es...,/alquilar/habitacion-centro_palacio28005-945856909680431_109600/,40,Amueblada,1,0,0,habitaciones-madrid,2
1318,Lista (Distrito Salamanca. Madrid Capital),485,Es una habitación individual  disponible a partir del dia 21-10-2019. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-lista_barrio28006-945856909700668_109600/,87,Amueblada,1,0,0,habitaciones-madrid,3
1319,Ibiza (Distrito Retiro. Madrid Capital),470,Es una habitación individual exterior disponible a partir del dia 10-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-ibiza28009-945856909689594_109600/,85,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1320,Sanchinarro (Distrito Hortaleza. Madrid Capital),365,Es una habitación individual exterior disponible a partir del dia 01-12-2016. La duración mínima del contrato es...,/alquilar/habitacion-sanchinarro28050-945856909699366_109600/,300,0,2,: En buen estado,0,habitaciones-madrid,4
1321,Acacias (Distrito Arganzuela. Madrid Capital),500,"Hola! se ha quedado libre una habitación en el piso en el que vivo, es de tamaño mediano, tiene escritorio, arma...",/alquilar/habitacion-acacias28005-945856909611598_109600/,80,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1322,Gaztambide (Distrito Chamberí. Madrid Capital),550,Es una habitación individual exterior disponible a partir del dia 04-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-gaztambide28015-945856909687593_109600/,95,Amueblada,2,: En buen estado,0,habitaciones-madrid,3
1323,Acacias (Distrito Arganzuela. Madrid Capital),500,"Hola! se ha quedado libre una habitación en el piso en el que vivo, es de tamaño mediano, tiene escritorio, arma...",/alquilar/habitacion-acacias28005-945856909681420_109600/,80,Amueblada,1,: En buen estado,0,habitaciones-madrid,3
1324,San Andrés (Distrito Villaverde. Madrid Capital),300,Es una habitación individual exterior disponible a partir del dia 30-01-2018. La duración mínima del contrato es...,/alquilar/habitacion-villaverde_san_andres28021-945856909702173_109600/,90,Amueblada,2,: En buen estado,0,habitaciones-madrid,2
1325,Ambroz (Distrito Vicálvaro. Madrid Capital),400,Es una habitación individual exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-vicalvaro_ambroz28032-945856909699091_109600/,92,Amueblada,1,0,0,habitaciones-madrid,3
1326,Embajadores-Lavapiés (Distrito Centro. Madrid Capital),675,Es una habitación individual exterior disponible a partir del dia 19-05-2019. El tamaño de la habitación es gran...,/alquilar/habitacion-centro_embajadores_lavapies28012-945856909653100_109600/,99,Amueblada,2,: A estrenar,0,habitaciones-madrid,2
1327,Butarque (Distrito Villaverde. Madrid Capital),580,"habitación buhardilla,con pequeño saloncito + habitacion diafano de 20 m2 ,con baño propio dentro de la habitaci...",/alquilar/habitacion-butarque28021-945856909684353_109600/,20,Amueblada,1,: A estrenar,0,habitaciones-madrid,1
