|Descr|Edad mínima|Género|Link|Location|Número de inquilinos|Price|area|estadoconservacion|gastosincluidosenalquiler|gastosincluidosenalquiler |habitacionamueblada|numbanos|numhabitaciones|superficieutil
1520|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|24||/alquilar/habitacion-la_teneria_i_la_teneria_ii-945856909697251_109600/|La Tenería I-La Tenería II (Pinto)|1|400|madrid|En buen estado|0.0||Amueblada|2|2|84
1521|Es una habitación individual  disponible a partir del dia 06-09-2019. El tamaño de la habitación es mediana,  co...|18|Chicas|/alquilar/habitacion-penagrande28035-945856909688239_109600/|Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital)|1|390|madrid|0|0.0||Amueblada|1|3|85
1522|Es una habitación individual exterior disponible a partir del dia 01-01-2017. El tamaño de la habitación es pequ...|18||/alquilar/habitacion-penagrande28035-945856909664160_109600/|Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital)|3|325|madrid|A estrenar|0.0||Amueblada|1|3|75
1523|Es una habitación individual exterior disponible a partir del dia 04-11-2019. La duración mínima del contrato es...|22||/alquilar/habitacion-gaztambide28015-945856909704989_109600/|Gaztambide (Distrito Chamberí. Madrid Capital)|2|520|madrid|En buen estado|0.0||Amueblada|1|3|200
1524|Es una habitación individual exterior disponible a partir del dia 15-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-rinconada28803-945856909680732_109600/|Rinconada (Distrito Reyes Católicos. Alcalá de Henares)|2|300|madrid|0|0.0||Amueblada|1|3|100
1525|Es una habitación individual  disponible a partir del dia 01-12-2019. La duración mínima del contrato es Menos d...|20||/alquilar/habitacion-sanchinarro28050-945856909706017_109600/|Sanchinarro (Distrito Hortaleza. Madrid Capital)|1|500|madrid|En buen estado|0.0||Amueblada|2|3|90
1526|Es una habitación doble exterior disponible a partir del dia 31-10-2019. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-ciudad_lineal_pueblo_nuevo28037-945856909691690_109600/|Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)|3|180|madrid|En buen estado|0.0||Amueblada|2|4|125
1527|Es una habitación individual  disponible a partir del dia 01-12-2019. La duración mínima del contrato es Más de ...|21||/alquilar/habitacion-centro_casco_historico28804-945856909704660_109600/|Casco Histórico (Distrito Centro. Alcalá de Henares)|1|298|madrid|En buen estado|0.0||Amueblada|1|3|90
1528|Es una habitación individual exterior disponible a partir del dia 27-10-2019. La duración mínima del contrato es...|30||/alquilar/habitacion-zarzaquemada_el_carrascal28915-945856909702843_109600/|Zarzaquemada-El Carrascal (Leganés)|1|399|madrid|A estrenar|0.0||Amueblada|1|3|90
1529|Es una habitación doble exterior disponible a partir del dia 04-11-2019. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-arroyomolinos_zarzalejo-945856909704991_109600/|Zarzalejo (Arroyomolinos)|1|400|madrid|En buen estado|0.0||Amueblada|3|4|274
1530|Es una habitación individual  disponible a partir del dia 08-05-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-valderas_los_castillos_parque_lisboa28925-945856909698309_109600/|Valderas-Los Castillos-Parque Lisboa (Alcorcón)|2|300|madrid|En buen estado|0.0||Amueblada|2|4|110
1531|Es una habitación individual exterior disponible a partir del dia 15-10-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-vicalvaro_ambroz28032-945856909699091_109600/|Ambroz (Distrito Vicálvaro. Madrid Capital)|1|400|madrid|0|0.0||Amueblada|1|3|92
1532|Es una habitación individual exterior disponible a partir del dia 03-11-2019. La duración mínima del contrato es...|25||/alquilar/habitacion-puente_de_vallecas_entrevias28053-945856909700660_109600/|Entrevías (Distrito Puente de Vallecas. Madrid Capital)|3|450|madrid|En buen estado|0.0||Amueblada|1|5|90
1533|Es una habitación individual  disponible a partir del dia 15-09-2019. El tamaño de la habitación es mediana,  co...|20||/alquilar/habitacion-sur_este28936-945856909680468_109600/|Sur-Este (Móstoles)|1|350|madrid|En buen estado|0.0||Amueblada|2|4|100
1534|Es una habitación individual exterior disponible a partir del dia 09-11-2019. La duración mínima del contrato es...|22||/alquilar/habitacion-almendrales28026-945856909705791_109600/|Almendrales (Distrito Usera. Madrid Capital)|3|210|madrid|En buen estado|0.0||Amueblada|1|4|70
1535|Es una habitación individual exterior disponible a partir del dia 01-01-2020. La duración mínima del contrato es...|18||/alquilar/habitacion-latina_campamento28024-945856909699113_109600/|Campamento (Distrito Latina. Madrid Capital)|2|350|madrid|0|0.0||Amueblada|1|1|80
1536|Es una habitación individual exterior disponible a partir del dia 03-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-villanueva_de_la_canada_nucleo_urbano-945856909696280_109600/|Núcleo Urbano (Villanueva de la Cañada)|5|450|madrid|En buen estado|0.0||Amueblada|4|6|265
1537|Es una habitación doble exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es 3 me...|23||/alquilar/habitacion-casco28521-945856909590840_109600/|Casco (Rivas-Vaciamadrid)|3|310|madrid|En buen estado|0.0||Amueblada|3|4|365
1538|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es 3 meses...|18||/alquilar/habitacion-centro_embajadores_lavapies28012-945856909670387_109600/|Embajadores-Lavapiés (Distrito Centro. Madrid Capital)||625|madrid|A estrenar|0.0||Amueblada|3|8|170
1539|Es una habitación individual exterior disponible a partir del dia 01-07-2020. La duración mínima del contrato es...|18||/alquilar/habitacion-centro_palacio28005-945856909680431_109600/|Palacio (Distrito Centro. Madrid Capital)||400|madrid|0|0.0||Amueblada|1|2|40
1540|Es una habitación individual exterior disponible a partir del dia 01-09-2018. La duración mínima del contrato es...|18|Chicos|/alquilar/habitacion-villaviciosa_de_odon_centro-945856909666267_109600/|Centro (Villaviciosa de Odón)|3|450|madrid|En buen estado|0.0||Amueblada|1|3|90
1541|Es una habitación doble exterior disponible a partir del dia 19-10-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-dehesa_el_soto-945856909700390_109600/|Dehesa-El Soto (Collado Villalba)|1|350|madrid|En buen estado|0.0||Amueblada|3|3|120
1542|Es una habitación doble  disponible a partir del dia 27-07-2019. La duración mínima del contrato es Más de 5 mes...|24||/alquilar/habitacion-chamberi_vallehermoso28003-945856909675006_109600/|Vallehermoso (Distrito Chamberí. Madrid Capital)|5|500|madrid|0|0.0||Amueblada|3|5|150
1543|habitación buhardilla,con pequeño saloncito + habitacion diafano de 20 m2 ,con baño propio dentro de la habitaci...|18||/alquilar/habitacion-butarque28021-945856909684353_109600/|Butarque (Distrito Villaverde. Madrid Capital)|2|580|madrid|A estrenar|0.0||Amueblada|1|1|20
1544|Es una habitación individual  disponible a partir del dia 02-11-2019. La duración mínima del contrato es Más de ...|18|Chicas|/alquilar/habitacion-mostoles_centro28931-945856909681468_109600/|Centro (Móstoles)|1|270|madrid|En buen estado|0.0||Amueblada|1|2|2
1545|Es una habitación individual  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 3 meses...|21||/alquilar/habitacion-san_isidro_estacion28807-945856909693469_109600/|San Isidro, Estación (Distrito Centro. Alcalá de Henares)|2|300|madrid|En buen estado|0.0||Amueblada|1|2|90
1546|Es una habitación individual exterior disponible a partir del dia 09-01-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-getafe_distrito_centro28902-945856909665664_109600/|Centro (Getafe)|4|325|madrid|0|0.0||Amueblada|1|4|117
1547|Es una habitación individual exterior disponible a partir del dia 07-11-2019. La duración mínima del contrato es...|40||/alquilar/habitacion-la_aguijeda-945856909705767_109600/|La Aguijeda (Valdemorillo)|2|350|madrid|En buen estado|0.0||Amueblada|4|6|300
1548|Es una habitación individual exterior disponible a partir del dia 03-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-villanueva_de_la_canada_nucleo_urbano-945856909696279_109600/|Núcleo Urbano (Villanueva de la Cañada)|5|450|madrid|En buen estado|0.0||Amueblada|4|6|265
1549|Se alquilan habitaciones en Villanueva de la Cañada para estudiantes de la Universidad Alfonso X El Sabio, en ch...|18||/alquilar/habitacion-villanueva_de_la_canada_nucleo_urbano-945856909684254_109600/|Núcleo Urbano (Villanueva de la Cañada)|6|350|madrid|En buen estado|0.0||Amueblada|4|7|300
1550|Es una habitación doble exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es mediana, ...|21||/alquilar/habitacion-berruguete28039-945856909703712_109600/|Berruguete (Distrito Tetuán. Madrid Capital)|2|375|madrid|En buen estado|0.0||Amueblada|1|2|60
1551|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|20|Chicos|/alquilar/habitacion-sector_b28660-945856909701643_109600/|Sector B (Boadilla del Monte)|1|450|madrid|En buen estado|0.0||Amueblada|2|2|58
1552|Es una habitación individual exterior disponible a partir del dia 30-01-2018. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-villaverde_san_andres28021-945856909702173_109600/|San Andrés (Distrito Villaverde. Madrid Capital)|1|300|madrid|En buen estado|0.0||Amueblada|2|2|90
1553|Es una habitación individual  disponible a partir del dia 16-06-2019. La duración mínima del contrato es Más de ...|24||/alquilar/habitacion-chamartin_el_viso28036-945856909667533_109600/|El Viso (Distrito Chamartín. Madrid Capital)|1|600|madrid|A estrenar|0.0||0|2|3|100
1554|Es una habitación individual exterior disponible a partir del dia 15-11-2019. El tamaño de la habitación es pequ...|18|Chicas|/alquilar/habitacion-ventas28017-945856909700669_109600/|Ventas (Distrito Ciudad Lineal. Madrid Capital)|1|420|madrid|0|0.0||Amueblada|1|3|75
1555|Es una habitación individual  disponible a partir del dia 01-11-2019. La duración mínima del contrato es Más de ...|27|Chicos|/alquilar/habitacion-trafalgar28010-945856909699686_109600/|Trafalgar (Distrito Chamberí. Madrid Capital)|4|500|madrid|En buen estado|0.0||Amueblada|2|4|170
1556|Es una habitación individual exterior disponible a partir del dia 07-01-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-ciudad_universitaria28040-945856909663331_109600/|Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital)|2|500|madrid|En buen estado|0.0||Amueblada|2|3|80
1557|Es una habitación individual exterior disponible a partir del dia 28-09-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-espartales28806-945856909704639_109600/|Espartales (Distrito Ensanche-Espartales. Alcalá de Henares)|2|250|madrid|En buen estado|0.0||Amueblada|1|3|90
1558|Es una habitación individual exterior disponible a partir del dia 01-12-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-centro_embajadores_lavapies28012-945856909701308_109600/|Embajadores-Lavapiés (Distrito Centro. Madrid Capital)|3|530|madrid|A estrenar|0.0||Amueblada|2|3|105
1559|Es una habitación doble exterior disponible a partir del dia 16-06-2019. La duración mínima del contrato es Más ...|22||/alquilar/habitacion-chamartin_el_viso28036-945856909667539_109600/|El Viso (Distrito Chamartín. Madrid Capital)|1|425|madrid|A estrenar|0.0||0|2|3|100
1560|Es una habitación individual  disponible a partir del dia 21-10-2019. La duración mínima del contrato es 1 mes. ...|25|Chicas|/alquilar/habitacion-lista_barrio28006-945856909700668_109600/|Lista (Distrito Salamanca. Madrid Capital)|1|495|madrid|0|0.0||Amueblada|1|3|87
1561|Es una habitación doble exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es Más ...|18|Chicas|/alquilar/habitacion-rios_rosas28003-945856909663674_109600/|Ríos Rosas (Distrito Chamberí. Madrid Capital)|1|550|madrid|En buen estado|0.0||Amueblada|2|3|77
1562|Es una habitación individual exterior disponible a partir del dia 01-09-2017. El tamaño de la habitación es medi...|18||/alquilar/habitacion-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-945856909681907_109600/|Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)|2|380|madrid|En buen estado|0.0||Amueblada|1|2|100
1563|Es una habitación doble exterior disponible a partir del dia 19-10-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-dehesa_el_soto-945856909700389_109600/|Dehesa-El Soto (Collado Villalba)|1|400|madrid|En buen estado|0.0||Amueblada|3|3|120
1564|Es una habitación individual exterior disponible a partir del dia 09-11-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-moscardo28026-945856909705790_109600/|Moscardó (Distrito Usera. Madrid Capital)|4|350|madrid|En buen estado|0.0||Amueblada|2|5|80
1565|Es una habitación individual exterior disponible a partir del dia 29-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-goya28001-945856909685379_109600/|Goya (Distrito Salamanca. Madrid Capital)|5|425|madrid|En buen estado|0.0||Amueblada|1|5|120
1566|Alquilo 3 habitaciones totalmente equipadas en piso amueblado .also erasmus  studens . Ccon suelos de parquet y ...|18|Chicas|/alquilar/habitacion-rinconada28803-945856909687141_109600/|Rinconada (Distrito Reyes Católicos. Alcalá de Henares)||240|madrid|En buen estado|0.0||Amueblada|1|3|70
1567|Es una habitación individual  disponible a partir del dia 09-11-2019. La duración mínima del contrato es 3 meses...|25|Chicos|/alquilar/habitacion-buenos_aires_canada_real_de_toledo_puerta_de_pinto-945856909706213_109600/|Buenos Aires-Cañada Real de Toledo-Puerta de Pinto (Pinto)|4|300|madrid|En buen estado|0.0||Amueblada|2|4|200
1568|Es una habitación individual exterior disponible a partir del dia 01-09-2017. El tamaño de la habitación es medi...|18||/alquilar/habitacion-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-945856909681908_109600/|Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)|2|380|madrid|En buen estado|0.0||Amueblada|1|2|100
1569|Es una habitación individual  disponible a partir del dia 10-11-2019. El tamaño de la habitación es mediana,  co...|18|Chicas|/alquilar/habitacion-zona_carretera_del_plantio28221-945856909706013_109600/|Zona Carretera del Plantío (Majadahonda)|1|410|madrid|En buen estado|0.0||Amueblada|1|2|70
1570|Es una habitación doble  disponible a partir del dia 12-11-2019. La duración mínima del contrato es Más de 5 mes...|18||/alquilar/habitacion-sol_barrio28013-945856909706007_109600/|Sol (Distrito Centro. Madrid Capital)||475|madrid|En buen estado|0.0||Amueblada|1|2|43
1571|Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-latina_aluche28047-945856909687209_109600/|Aluche (Distrito Latina. Madrid Capital)|2|325|madrid|En buen estado|0.0||Amueblada|1|3|120
1572|"Dos habitaciones en piso bien ubicado, a 5 minutos de la renfe y continental.Mejor verloContacto por wasap o..."|18|Chicas|/alquilar/habitacion-pryconsa_juan_de_austria28805-945856909692009_109600/|Pryconsa, Juan de Austria (Distrito El Val. Alcalá de Henares)|1|280|madrid|En buen estado|0.0||Amueblada|2|3|90
1573|Es una habitación doble exterior disponible a partir del dia 04-11-2019. La duración mínima del contrato es 2 me...|25||/alquilar/habitacion-carabanchel_san_isidro28019-945856909704643_109600/|San Isidro (Distrito Carabanchel. Madrid Capital)|2|385|madrid|0|0.0||Amueblada|2|3|100
